SOURCE DOMAIN,TARGET DOMAIN
sewanee.edu,uvi.edu
bradley.edu,auc.edu
uindy.edu,upenn.edu
tamucc.edu,lacollege.edu
hws.edu,sbc.edu
virginia.edu,rockefeller.edu
nmt.edu,bgu.edu
mankato.msus.edu,centre.edu
uwsa.edu,dwc.edu
elon.edu,vic.edu
uwsuper.edu,ohio-state.edu
georgian.edu,etown.edu
unm.edu,wku.edu
csusm.edu,taiu.edu
marlboro.edu,lawrence.edu
twu.edu,dartmouth.edu
uh.edu,ccu.edu
tesc.edu,pitzer.edu
cameron.edu,coa.edu
newberry.edu,crk.umn.edu
csudh.edu,ab.umd.edu
marietta.edu,syr.edu
ucla.edu,ltu.edu
ecu.edu,rmwc.edu
ecsu.edu,kean.edu
swt.edu,simmons.edu
ecok.edu,malone.edu
vjc.edu,tulane.edu
nasc.mass.edu,bradley.edu
clinch.edu,byuh.edu
westmont.edu,hsc.colorado.edu
hesston.edu,alfredtech.edu
csc.vsc.edu,ume.maine.edu
stthomas.edu,sl.psu.edu
uwp.edu,kzoo.edu
lewisu.edu,northeastern.edu
messiah.edu,cmich.edu
univnorthco.edu,bgsp.edu
ilstu.edu,eiu.edu
uoregon.edu,andrews.edu
mcad.edu,linfield.edu
vt.edu,grin.edu
hiram.edu,gsu.edu
dillard.edu,bc.edu
poly.edu,lclark.edu
westminster.edu,wvu.edu
csopp.edu,wheaton.edu
uww.edu,orst.edu
nau.edu,utampa.edu
Ripon.EDU,harvard.edu
northeastern.edu,utulsa.edu
etown.edu,artic.edu
oberlin.edu,quincy.edu
seattleu.edu,lhup.edu
utm.edu,uhh.hawaii.edu
iusb.indiana.edu,ilstu.edu
bryant.edu,nu.edu
harvard.edu,aurora.edu
wwc.edu,brenau.edu
wtamu.edu,millikin.edu
devry.edu,arbor.edu
usma.edu,uta.edu
berea.edu,wesleyan.edu
bsc.edu,rmc.edu
ohsu.edu,jtsa.edu
moorhead.msus.edu,ogi.edu
uscolo.edu,metro.inter.edu
jsu.edu,spu.edu
tsufl.edu,centre.edu
stthom.edu,samford.edu
coppin.umd.edu,orst.edu
marist.edu,barry.edu
hollins.edu,sunycentral.edu
ccsn.edu,cheyney.edu
niu.edu,elon.edu
poly.edu,marshall.edu
uga.edu,princeton.edu
ups.edu,albany.edu
coastal.edu,tesc.edu
usm.maine.edu,hope.edu
mtech.edu,ius.indiana.edu
uaa.alaska.edu,bard.edu
uwp.edu,vsu.edu
davidson.edu,lasierra.edu
emmanuel.edu,runet.edu
swt.edu,uaa.alaska.edu
csp.edu,wittenberg.edu
calpoly.edu,msubillings.edu
usma.edu,cmc.edu
edgewood.edu,nd.edu
nwmissouri.edu,georgetown.edu
mwsu.edu,baylor.edu
uindy.edu,wisc.edu
weber.edu,artic.edu
cobleskill.edu,uwstout.edu
vic.edu,stedwards.edu
byu.edu,goucher.edu
tju.edu,citadel.edu
marshall.edu,purduenc.edu
smu.edu,ucsc.edu
usao.edu,fgcu.edu
uophx.edu,mwc.edu
beaver.edu,ucsf.edu
elon.edu,yale.edu
lsua.edu,olemiss.edu
muc.edu,centre.edu
marymount.edu,plattsburgh.edu
apu.edu,cmsu.edu
wcula.edu,rider.edu
temple.edu,nsula.edu
lwc.edu,lrc.edu
thomasmore.edu,ucsf.edu
llu.edu,sangamon.edu
widener.edu,iusb.indiana.edu
winona.msus.edu,onu.edu
utmdacc.uth.tmc.edu,lvc.edu
armstrong.edu,umassd.edu
jhu.edu,skc.edu
centre.edu,hamline.edu
enmu.edu,sapc.edu
presby.edu,csopp.edu
trinity.edu,geneseo.edu
usma.edu,unh.edu
ubalt.edu,brandeis.edu
cornell.edu,washington.edu
knox.edu,afit.af.mil
aurora.edu,cwu.edu
Peace.edu,uophx.edu
cornell.edu,smu.edu
ollusa.edu,clarke.edu
depaul.edu,ibc.edu
aic.edu,usm.maine.edu
umich.edu,usi.edu
sonoma.edu,umt.edu
siue.edu,emory.edu
marietta.edu,ucsc.edu
msmc.edu,scottlan.edu
smumn.edu,alma.edu
lewisu.edu,jones.edu
jwu.edu,nku.edu
lwc.edu,uchicago.edu
elon.edu,uhh.hawaii.edu
marist.edu,rice.edu
udmercy.edu,union.edu
lhup.edu,mcw.edu
sapc.edu,usmma.edu
rochester.edu,wheaton.edu
lmu.edu,umassd.edu
gac.edu,dbq.edu
lssu.edu,davenport.edu
sfasu.edu,nau.edu
ggu.edu,du.edu
lacollege.edu,summitunivofla.edu
mursuky.edu,ccaa.edu
mbc.edu,albion.edu
upr.clu.edu,westal.edu
temple.edu,heidelberg.edu
jsums.edu,mcrest.edu
wpi.edu,lsua.edu
tsufl.edu,emich.edu
bgu.edu,wooster.edu
southwestern.edu,monm.edu
vcu.edu,csubak.edu
clemson.edu,columbia.edu
csuchico.edu,smsu.edu
puc.edu,uwgb.edu
sulross.edu,iupui.edu
colostate.edu,temple.edu
andrews.edu,umsl.edu
nmhu.edu,dowling.edu
mcg.edu,rocky.edu
pembroke.edu,udc.edu
loyola.edu,maine.edu
columbus.iupui.edu,coe.edu
ulaverne.edu,ius.indiana.edu
curry.edu,wartburg.edu
stmarys-ca.edu,wcsu.ctstateu.edu
mines.colorado.edu,mtu.edu
bucknell.edu,mwsu.edu
csbsju.edu,howard.edu
callutheran.edu,sunyit.edu
carroll.edu,csustan.edu
fordham.edu,ohio-state.edu
evergreen.edu,lsua.edu
alasu.edu,uofs.edu
georgetown.edu,pvamu.edu
wartburg.edu,averett.edu
hendrix.edu,uwf.edu
ulaverne.edu,kumc.edu
uwec.edu,unf.edu
muskingum.edu,hastings.edu
csufresno.edu,brenau.edu
une.edu,mancol.edu
mcg.edu,alfred.edu
sau.edu,kutztown.edu
stu.edu,bgsp.edu
nhc.edu,acusd.edu
uchicago.edu,anselm.edu
nl.edu,dsc.edu
colsouth.edu,msu.edu
devry.edu,mwc.edu
judson.edu,ucsc.edu
northern.edu,utah.edu
slu.edu,presby.edu
sarasota.fl.us,nhc.edu
kean.edu,atu.edu
saintmarys.edu,northern.edu
shsu.edu,montclair.edu
siu.edu,fsufay.edu
valdosta.peachnet.edu,fit.edu
wcu.edu,uakron.edu
auburn.edu,uri.edu
skidmore.edu,marist.edu
rose-hulman.edu,millersv.edu
furman.edu,uah.edu
nsu.edu,utmdacc.uth.tmc.edu
erau.edu,rowan.edu
esu.edu,andrews.edu
naz.edu,nyu.edu
ccaa.edu,niagara.edu
emich.edu,gac.peachnet.edu
etown.edu,csulb.edu
ttuhsc.edu,usf.edu
luc.edu,tc.columbia.edu
une.edu,unh.edu
csus.edu,ysu.edu
puc.edu,stmartin.edu
wells.edu,ubalt.edu
bgu.edu,msoe.edu
manc.edu,newhaven.edu
lasierra.edu,nau.edu
marion.ohio-state.edu,callutheran.edu
iit.edu,southwestern.edu
evergreen.edu,otterbein.edu
slu.edu,taiu.edu
tsufl.edu,wcula.edu
stolaf.edu,huntingdon.edu
kwu.edu,twu.edu
plymouth.edu,fontbonne.edu
fresno.edu,bemidji.msus.edu
clarion.edu,usf.edu
udmercy.edu,campbell.edu
uconn.edu,wwu.edu
strayer.edu,cooper.edu
csuchico.edu,stthomas.edu
coppin.umd.edu,newberry.edu
augsburg.edu,amercoastuniv.edu
fuller.edu,stetson.edu
wwu.edu,usafa.af.mil
jsu.edu,uiowa.edu
uwosh.edu,csusb.edu
davidson.edu,west.asu.edu
umr.edu,alverno.edu
upr.clu.edu,ucsf.edu
simmons.edu,bbc.edu
stmartin.edu,purduenc.edu
rochester.edu,sosc.osshe.edu
tamu.edu,lrc.edu
jhu.edu,fontbonne.edu
cc.edu,wmwoods.edu
wcupa.edu,ltu.edu
greenleaf.edu,uaa.alaska.edu
haskell.edu,quincy.edu
muc.edu,letu.edu
whitworth.edu,nmu.edu
wit.edu,avila.edu
ggu.edu,bsu.edu
aurora.edu,mankato.msus.edu
jcsu.edu,du.edu
NCCU.edu,umuc.edu
trinity.edu,fiu.edu
wilkes.edu,calstate.edu
cudenver.edu,chesapeake.edu
evansville.edu,centre.edu
norwich.edu,wittenberg.edu
monmouth.edu,tesc.edu
westminster.edu,ursinus.edu
augustana.edu,carthage.edu
carroll.edu,olemiss.edu
brenau.edu,wmich.edu
usma.edu,fredonia.edu
dowling.edu,ubalt.edu
rit.edu,aurora.edu
providence.edu,iupui.edu
cnu.edu,stanford.edu
marion.ohio-state.edu,whittier.edu
su.edu,unc.edu
simons-rock.edu,rosary.edu
washcoll.edu,drexel.edu
platt.edu,antiochla.edu
fairmont.wvnet.edu,sosc.osshe.edu
reed.edu,taiu.edu
millersv.edu,panam.edu
nsula.edu,cobleskill.edu
fsc.edu,brockport.edu
muc.edu,transy.edu
sdstate.edu,nyu.edu
metro.inter.edu,nl.edu
gannon.edu,msjnet.edu
indiana.edu,monm.edu
psu.edu,callutheran.edu
lawrence.edu,susqu.edu
wayne.edu,lunet.edu
stevens-tech.edu,gsu.edu
mtholyoke.edu,bju.edu
beloit.edu,njit.edu
cup.edu,nu.edu
cornell-iowa.edu,rose-hulman.edu
calvin.edu,lclark.edu
Ripon.EDU,fgcu.edu
stthom.edu,loras.edu
spu.edu,cmc.edu
lsc.vsc.edu,fsu.umd.edu
ucla.edu,samford.edu
udel.edu,wartburg.edu
kean.edu,bgsu.edu
humboldt.edu,lincoln.edu
cc.colorado.edu,kumc.edu
elon.edu,tusk.edu
baylor.edu,newcollege.edu
ius.indiana.edu,wwu.edu
ttu.edu,thomas.edu
sl.psu.edu,fullerton.edu
geneseo.edu,lclark.edu
uncg.edu,mtu.edu
iupui.edu,uaa.alaska.edu
hollins.edu,lacollege.edu
trinity.edu,nich.edu
spu.edu,alleg.edu
okcu.edu,farmingdale.edu
coe.edu,dickinson.edu
mercer.peachnet.edu,quincy.edu
gonzaga.edu,scwww.ctstateu.edu
brown.edu,famu.edu
usao.edu,gonzaga.edu
kent.edu,bcm.tmc.edu
bsu.umd.edu,sonoma.edu
jwu.edu,uww.edu
jsu.edu,amercoastuniv.edu
latech.edu,fredonia.edu
nku.edu,adelphi.edu
csusb.edu,byu.edu
emory.edu,okstate.edu
ucsb.edu,rwu.edu
antiochne.edu,udmercy.edu
whitman.edu,bcm.tmc.edu
lycoming.edu,highpoint.edu
gallaudet.edu,uncc.edu
gannon.edu,mscfs.edu
uvm.edu,bhsu.edu
siue.edu,bard.edu
eku.edu,smcks.edu
cuny.edu,coppin.umd.edu
ltu.edu,alfredtech.edu
nsu.edu,fairmont.wvnet.edu
apsu.edu,csc.vsc.edu
dsc.edu,wooster.edu
cuny.edu,rmwc.edu
wtamu.edu,latech.edu
liunet.edu,wcupa.edu
hartwick.edu,hofstra.edu
ithaca.edu,uiu.edu
purdue.edu,bhsu.edu
nmhu.edu,strose.edu
wsc.colorado.edu,mcm.acu.edu
chatham.edu,nhc.edu
monm.edu,wmwoods.edu
loras.edu,sshechan.edu
chapman.edu,hope.edu
uwstout.edu,millsaps.edu
virginia.edu,niu.edu
nl.edu,geneseo.edu
nlu.edu,indtech.edu
uwsp.edu,wcula.edu
coe.edu,metro.inter.edu
ici.edu,cmc.edu
cup.edu,msoe.edu
jwu.edu,fgcu.edu
otterbein.edu,usfca.edu
tamu.edu,anselm.edu
stvincent.edu,famu.edu
Ripon.EDU,alasu.edu
asu.edu,jwu.edu
uamont.edu,enmu.edu
edinboro.edu,monm.edu
ccu.edu,avila.edu
hood.edu,cofc.edu
usd.edu,columbus.iupui.edu
stetson.edu,seattleantioch.edu
lincoln.edu,ume.maine.edu
drexel.edu,gallaudet.edu
tamu.edu,lmu.edu
champlain.edu,tusk.edu
sulross.edu,brockport.edu
iastate.edu,lmu.edu
elon.edu,pacificu.edu
tju.edu,sosc.osshe.edu
ulaverne.edu,elon.edu
dbq.edu,clarke.edu
regis.edu,wsc.colorado.edu
winthrop.edu,creighton.edu
deltast.edu,cortland.edu
purduenc.edu,olivet.edu
purduenc.edu,hmc.edu
denison.edu,bryant.edu
uwyo.edu,bible.edu
amercoastuniv.edu,gallaudet.edu
clarke.edu,ltu.edu
etsu.edu,kutztown.edu
hsc.colorado.edu,lclark.edu
averett.edu,mercer.peachnet.edu
millsaps.edu,umsmed.edu
calstate.edu,swmed.edu
wwu.edu,nwu.edu
centenary.edu,stcloud.msus.edu
bastyr.edu,judson.edu
wvup.wvnet.edu,carlow.edu
wsc.mass.edu,ogi.edu
gatech.edu,umsl.edu
humboldt.edu,westminster-mo.edu
colby.edu,amercoastuniv.edu
strose.edu,depauw.edu
ndu.edu,csustan.edu
unf.edu,bsu.edu
rose-hulman.edu,simons-rock.edu
cua.edu,northern.edu
bates.edu,gvsu.edu
sonoma.edu,pembroke.edu
siu.edu,snybuf.edu
mcrest.edu,devry.edu
und.nodak.edu,uncg.edu
newberry.edu,wayne.edu
sjcme.edu,uwsa.edu
uky.edu,liunet.edu
pdx.edu,iona.edu
ucla.edu,westmont.edu
wsc.mass.edu,stmartin.edu
cornell.edu,okstate.edu
ncsu.edu,nyit.edu
fortlewis.edu,nmu.edu
bard.edu,jbu.edu
lacollege.edu,pace.edu
wilpaterson.edu,hws.edu
csufresno.edu,ursinus.edu
beaver.edu,marymt.edu
ncwc.edu,sl.psu.edu
fandm.edu,gbc.edu
unca.edu,nd.edu
loyola.edu,gsw.peachnet.edu
wilpaterson.edu,lawrence.edu
vt.edu,fiu.edu
macalstr.edu,gac.peachnet.edu
bethel.edu,cmsu.edu
linfield.edu,kenyon.edu
umbc.edu,puc.edu
citadel.edu,nau.edu
nhc.edu,simmons.edu
bridgeport.edu,emu.edu
duq.edu,angelo.edu
uidaho.edu,sdstate.edu
und.nodak.edu,umassd.edu
ursinus.edu,macalstr.edu
grin.edu,rider.edu
memphis.edu,bbc.edu
sdsmt.edu,uoregon.edu
yu.edu,centre.edu
lawrence.edu,jewell.edu
csp.edu,stthom.edu
dsc.edu,cn.edu
kings.edu,westminster.edu
eku.edu,kenyon.edu
taiu.edu,stanford.edu
colostate.edu,canisius.edu
lacollege.edu,msmc.edu
marist.edu,millersv.edu
berklee.edu,csudh.edu
ugf.edu,whittier.edu
nmsu.edu,csuchico.edu
ttu.edu,tulane.edu
antiochla.edu,upenn.edu
smu.edu,mc.edu
panam.edu,hws.edu
calvin.edu,ecsu.ctstateu.edu
hsc.edu,wlsc.wvnet.edu
niu.edu,albion.edu
uchaswv.edu,csuchico.edu
tsufl.edu,hofstra.edu
okbu.edu,ucf.edu
hillsdale.edu,mwsu.edu
westmont.edu,panam.edu
csopp.edu,alverno.edu
columbus.iupui.edu,csuhayward.edu
aum.edu,wvu.edu
devrycols.edu,usf.edu
afit.af.mil,csuhayward.edu
ugf.edu,spu.edu
ccu.edu,Ripon.EDU
oit.osshe.edu,princeton.edu
bcm.tmc.edu,stanford.edu
clarku.edu,stetson.edu
edinboro.edu,lcsc.edu
uamont.edu,newberry.edu
alfredtech.edu,udel.edu
runet.edu,stmartin.edu
southwest.msus.edu,uvm.edu
tju.edu,lehigh.edu
taiu.edu,newhaven.edu
lincoln.edu,smu.edu
skc.edu,wmich.edu
sjcsf.edu,messiah.edu
wnmu.edu,west.asu.edu
sjcme.edu,wts.edu
ucsf.edu,chatham.edu
uth.tmc.edu,brynmawr.edu
lynchburg.edu,ubalt.edu
gwu.edu,uci.edu
fdu.edu,olivet.edu
saintmarys.edu,usafa.af.mil
williams.edu,syr.edu
swac.edu,rmwc.edu
wwu.edu,ohio-state.edu
uop.edu,lvc.edu
coppin.umd.edu,benedictine.edu
hanover.edu,ithaca.edu
mercer.peachnet.edu,nhc.edu
uky.edu,gbc.edu
ksu.edu,missouri.edu
nsula.edu,nmu.edu
beaver.edu,fontbonne.edu
nku.edu,uah.edu
cuis.edu,sdstate.edu
utk.edu,owu.edu
uncg.edu,wlsc.wvnet.edu
rosary.edu,njit.edu
gac.peachnet.edu,uiu.edu
okstate.edu,csudh.edu
bu.edu,sbc.edu
citadel.edu,rwu.edu
appstate.edu,jsums.edu
rochester.edu,mwsu.edu
messiah.edu,ecok.edu
wku.edu,pitt.edu
iupui.edu,lrc.edu
unh.edu,fiu.edu
csuohio.edu,runet.edu
binghamton.edu,princeton.edu
acofi.edu,mwsc.edu
calstatela.edu,mwsu.edu
lsua.edu,sju.edu
niagara.edu,widener.edu
uga.edu,ucsf.edu
ubalt.edu,drake.edu
belmont.edu,jsu.edu
saintmarys.edu,ollusa.edu
uidaho.edu,bakeru.edu
muw.edu,panam.edu
regis.edu,muskingum.edu
bryant.edu,jsu.edu
alfred.edu,bowdoin.edu
hesston.edu,northeastern.edu
dwu.edu,smcks.edu
rmwc.edu,loras.edu
esu.edu,luther.edu
utah.edu,kent.edu
und.nodak.edu,southwestern.edu
indtech.edu,nhc.edu
millsaps.edu,wisc.edu
roanoke.edu,bcm.tmc.edu
misu.nodak.edu,unc.edu
samford.edu,beaver.edu
lhup.edu,hope.edu
bethany.wvnet.edu,vtc.vsc.edu
stevens-tech.edu,pratt.edu
benedictine.edu,pdx.edu
summitunivofla.edu,phillips.edu
coe.edu,bemidji.msus.edu
bloomu.edu,semo.edu
asu.edu,unk.edu
uca.edu,msstate.edu
wcupa.edu,sc.edu
huntingdon.edu,barry.edu
mtholyoke.edu,etsu.edu
lmu.edu,hawaii.edu
umn.edu,wisc.edu
unlv.edu,west.asu.edu
dillard.edu,csubak.edu
wabash.edu,shu.edu
cwu.edu,stcl.edu
ogi.edu,ju.edu
sjcsf.edu,strose.edu
astate.edu,warren-wilson.edu
nlu.edu,nich.edu
uark.edu,riv.edu
utulsa.edu,nhc.edu
iupui.edu,ju.edu
saintjoe.edu,jwu.edu
une.edu,gettysburg.edu
clinch.edu,truman.edu
lssu.edu,dickinson.edu
uncwil.edu,bethel.edu
unomaha.edu,lynchburg.edu
ltu.edu,ucsf.edu
alfred.edu,NCCU.edu
brandeis.edu,msoe.edu
udmercy.edu,northland.edu
shsu.edu,chesapeake.edu
suffolk.edu,simons-rock.edu
usm.edu,newhaven.edu
Ripon.EDU,rowan.edu
callutheran.edu,ncbc.edu
hsc.unt.edu,wcu.edu
ycp.edu,thomas.edu
guilford.edu,NCCU.edu
tucsonu.edu,apu.edu
bard.edu,wesleyan.edu
bible.edu,norwich.edu
sdstate.edu,wvu.edu
lhup.edu,wright.edu
fairmont.wvnet.edu,psu.edu
wilmington.edu,weber.edu
okbu.edu,mcu.edu
jsu.edu,sdstate.edu
emerson.edu,pwu.com
hunter.cuny.edu,newhaven.edu
bgsu.edu,hastings.edu
arbor.edu,sl.psu.edu
ius.indiana.edu,indstate.edu
stkate.edu,transy.edu
ucsf.edu,enmu.edu
csustan.edu,ucsf.edu
sage.edu,csuchico.edu
ccsn.edu,uamont.edu
d.umn.edu,stetson.edu
ubalt.edu,panam.edu
creighton.edu,skc.edu
philacol.edu,deltast.edu
pbac.edu,stlcop.edu
elmhurst.edu,wmpenn.edu
biola.edu,bible.edu
poly.edu,holycross.edu
nwciowa.edu,pomona.edu
fdu.edu,wcslc.edu
umf.maine.edu,ohiou.edu
plymouth.edu,nwciowa.edu
stlawu.edu,uor.edu
liberty.edu,nich.edu
depauw.edu,wmwoods.edu
cord.edu,cn.edu
utk.edu,semo.edu
uga.edu,uthct.edu
dominican.edu,towson.edu
creighton.edu,marietta.edu
mtech.edu,csufresno.edu
nlu.edu,cedarville.edu
unca.edu,umfk.maine.edu
ohsu.edu,ucsc.edu
plattsburgh.edu,roanoke.edu
luc.edu,ambassador.edu
umsmed.edu,css.edu
antiochne.edu,montana.edu
millikin.edu,beaver.edu
liunet.edu,montclair.edu
devry-phx.edu,skc.edu
panam.edu,brynmawr.edu
wisc.edu,willamette.edu
greenleaf.edu,saintjoe.edu
scwww.ctstateu.edu,clarku.edu
mwsu.edu,tamucc.edu
rosary.edu,appstate.edu
columbus.iupui.edu,winona.msus.edu
messiah.edu,mercer.peachnet.edu
westminster-mo.edu,uci.edu
macalstr.edu,dsu.edu
stthom.edu,thomas.edu
furman.edu,widener.edu
mcad.edu,lacollege.edu
thecoo.edu,pcci.edu
utah.edu,bethany.wvnet.edu
lwc.edu,uml.edu
rider.edu,lasierra.edu
usouthal.edu,uwosh.edu
stthomas.edu,mckenna.edu
american.edu,panam.edu
juniata.edu,howard.edu
umpi.maine.edu,sbc.edu
ncbc.edu,wartburg.edu
elon.edu,uvsc.edu
bcm.tmc.edu,pwu.com
messiah.edu,wjc.edu
unh.edu,wesley.edu
marymt.edu,nku.edu
msu.edu,uconn.edu
stanford.edu,winona.msus.edu
fsu.umd.edu,otterbein.edu
millsaps.edu,uah.edu
ufl.edu,grin.edu
furman.edu,cameron.edu
bc.edu,tulane.edu
rochester.edu,muw.edu
plymouth.edu,tulane.edu
goshen.edu,nlu.edu
montreat.edu,pomona.edu
acu.edu,bradley.edu
mines.colorado.edu,ollusa.edu
rockford.edu,fsc.edu
mc.edu,kenyon.edu
cgs.edu,centre.edu
wittenberg.edu,uncwil.edu
nmsu.edu,shawnee.edu
nwmissouri.edu,uwstout.edu
devry.edu,scu.edu
andrews.edu,widener.edu
briar-cliff.edu,stolaf.edu
wmitchell.edu,stedwards.edu
lunet.edu,vic.edu
gac.edu,ucsc.edu
niagara.edu,westal.edu
csulb.edu,ucsc.edu
ycp.edu,utmdacc.uth.tmc.edu
utsystem.edu,esu.edu
bucknell.edu,westminster.edu
armstrong.edu,devry-phx.edu
knox.edu,vcsu.nodak.edu
sjcsf.edu,lwc.edu
regent.edu,hope.edu
wmpenn.edu,cityu.edu
csc.vsc.edu,williams.edu
csusm.edu,swac.edu
southwestern.edu,northern.edu
mursuky.edu,union.edu
oswego.edu,strose.edu
wartburg.edu,wisc.edu
coppin.umd.edu,ecu.edu
keene.edu,msu.edu
molloy.edu,rhodes.edu
uga.edu,ulaverne.edu
kent.edu,hamilton.edu
benedictine.edu,uww.edu
nmu.edu,southwest.msus.edu
calstatela.edu,hillsdale.edu
cheyney.edu,depauw.edu
luthersem.edu,dana.edu
susqu.edu,drury.edu
willamette.edu,jsums.edu
twu.edu,scwww.ctstateu.edu
njit.edu,Peace.edu
csc.vsc.edu,csuhayward.edu
kutztown.edu,oswego.edu
morgan.edu,csudh.edu
hollins.edu,usc.edu
kzoo.edu,wmich.edu
stetson.edu,unf.edu
bentley.edu,gfc.edu
bakeru.edu,ltu.edu
farmingdale.edu,woodburyu.edu
uor.edu,stmartin.edu
augsburg.edu,olemiss.edu
ntu.edu,avila.edu
antiochne.edu,auc.edu
wisc.edu,fortlewis.edu
geneseo.edu,warren-wilson.edu
college.antioch.edu,alleg.edu
strayer.edu,bcm.tmc.edu
ceu.edu,wjc.edu
ksu.edu,panam.edu
csun.edu,coastal.edu
umass.edu,sunyit.edu
nlu.edu,ecu.edu
knox.edu,kumc.edu
vill.edu,juniata.edu
chesapeake.edu,bsu.edu
okcu.edu,nlu.edu
lehigh.edu,seattleantioch.edu
cudenver.edu,jc.edu
alfred.edu,cmc.edu
chesapeake.edu,tsufl.edu
utmdacc.uth.tmc.edu,newcollege.edu
nku.edu,stmartin.edu
valdosta.peachnet.edu,usafa.af.mil
humboldt.edu,uchaswv.edu
truman.edu,oxy.edu
cn.edu,babson.edu
emerson.edu,dbu.edu
dickinson.edu,wells.edu
wcu.edu,mwc.edu
vanderbilt.edu,uth.tmc.edu
sewanee.edu,bryant.edu
csc.vsc.edu,albion.edu
regent.edu,providence.edu
uah.edu,iwctx.edu
oswego.edu,usafa.af.mil
wsc.mass.edu,ucsb.edu
wcula.edu,hpu.edu
ltu.edu,dana.edu
bvu.edu,ncbc.edu
nps.navy.mil,otterbein.edu
sdsmt.edu,bbc.edu
bloomu.edu,nwciowa.edu
csbsju.edu,hastings.edu
bethany.edu,nl.edu
wilberforce.edu,emmanuel.edu
olemiss.edu,msstate.edu
cityu.edu,smumn.edu
enmu.edu,ucsb.edu
scu.edu,fplc.edu
ramapo.edu,babson.edu
tui.edu,atu.edu
ramapo.edu,NCCU.edu
wit.edu,uwplatt.edu
emmanuel.edu,lgc.peachnet.edu
wsu.edu,lrc.edu
bible.edu,unc.edu
yale.edu,uga.edu
sbuniv.edu,uor.edu
crk.umn.edu,milligan-college.tn.us
carleton.edu,lawrence.edu
gfc.edu,mcu.edu
pratt.edu,twu.edu
calvin.edu,hope.edu
stfrancis.edu,alfredtech.edu
muc.edu,liberty.edu
fortlewis.edu,bridgeport.edu
csum.edu,unh.edu
simons-rock.edu,howard.edu
jsums.edu,mnsfld.edu
asu.edu,msmc.edu
trincoll.edu,mtholyoke.edu
central.edu,lamar.edu
fau.edu,hawaii.edu
trenton.edu,usl.edu
whittier.edu,west.asu.edu
lsc.vsc.edu,mtholyoke.edu
usouthal.edu,uca.edu
misu.nodak.edu,fordham.edu
umr.edu,ius.indiana.edu
olemiss.edu,uscolo.edu
uwec.edu,baldwinw.edu
rhodes.edu,waldenu.edu
fsu.umd.edu,sjca.edu
hood.edu,ramapo.edu
stanford.edu,cuny.edu
coe.edu,iusb.indiana.edu
presby.edu,assumption.edu
wpi.edu,msstate.edu
jfku.edu,presby.edu
alleg.edu,dowling.edu
drake.edu,kings.edu
wsc.mass.edu,scwww.ctstateu.edu
unr.edu,cord.edu
dominican.edu,csuohio.edu
lasalle.edu,temple.edu
purduenc.edu,mcneese.edu
mines.colorado.edu,seattleu.edu
stfrancis.edu,stmartin.edu
valpo.edu,pbac.edu
plattsburgh.edu,orst.edu
cts.edu,mtu.edu
bloomu.edu,uthct.edu
weber.edu,wilkes.edu
nmsu.edu,ferris.edu
artic.edu,latech.edu
uic.edu,wsc.colorado.edu
westminster.edu,norwich.edu
southwestern.edu,sjc.edu
und.nodak.edu,stockton.edu
keene.edu,millikin.edu
wilpaterson.edu,friends.edu
csbsju.edu,augsburg.edu
lcsc.edu,uc.edu
metro.msus.edu,rice.edu
cmu.edu,centre.edu
fresno.edu,orst.edu
bowdoin.edu,coppin.umd.edu
kumc.edu,tesc.edu
uop.edu,wpi.edu
unl.edu,nhc.edu
yale.edu,coa.edu
latech.edu,eku.edu
cn.edu,uaa.alaska.edu
bvu.edu,chesapeake.edu
mckenna.edu,luc.edu
nmclites.edu,crk.umn.edu
wmc.car.md.us,cmc.edu
unca.edu,angelo.edu
wku.edu,daemen.edu
kumc.edu,purdue.edu
etsu-tn.edu,nl.edu
shorter.edu,stfrancis.edu
usi.edu,pembroke.edu
hillsdale.edu,umcp.umd.edu
presby.edu,dsu.edu
arizona.edu,bible.edu
lunet.edu,transy.edu
susqu.edu,lcsc.edu
swt.edu,rmwc.edu
usfca.edu,nwciowa.edu
csudh.edu,stmartin.edu
newhaven.edu,isu.edu
binghamton.edu,sdsu.edu
simons-rock.edu,nich.edu
mscfs.edu,appstate.edu
northeastern.edu,wvu.edu
wmc.car.md.us,uci.edu
georgian.edu,lasalle.edu
huntingdon.edu,sfasu.edu
strose.edu,newhaven.edu
umich.edu,dsc.edu
bgsp.edu,marist.edu
idbsu.edu,jtsa.edu
wvup.wvnet.edu,sdsmt.edu
vcsu.nodak.edu,okbu.edu
jwu.edu,uconn.edu
sunyit.edu,utb.edu
uchicago.edu,westminster.edu
wcu.edu,colgate.edu
transy.edu,uml.edu
arizona.edu,fordham.edu
oxy.edu,westga.edu
newhaven.edu,haverford.edu
mit.edu,auc.edu
csc.vsc.edu,buffalo.edu
auc.edu,lawrence.edu
usuhs.mil,rockefeller.edu
lsc.vsc.edu,hmc.edu
utampa.edu,ohio-state.edu
marshall.edu,uca.edu
wooster.edu,umsl.edu
lunet.edu,ab.umd.edu
gmi.edu,ucr.edu
whitworth.edu,uri.edu
union.edu,uwosh.edu
utmdacc.uth.tmc.edu,marymount.edu
uno.edu,gvsu.edu
mcneese.edu,cuny.edu
sage.edu,hillsdale.edu
uncg.edu,acusd.edu
oit.osshe.edu,wcsu.ctstateu.edu
purdue.edu,beaver.edu
gsu.edu,lsua.edu
